c8b7dd25-7473-492b-a985-9b9cb9415e6c,1958,Graduation,Together,27556,0,2,2017-09-01,54,631,91,551,155,88,94,2,6,12,1,1,0,0,0,0,0,3,11,1
85ec8fa0-e22a-48ea-a0de-cb687b6855a2,1952,Graduation,Married,68673,0,0,2020-03-20,37,32,2,10,1,3,0,4,1,1,1,0,0,1,0,1,0,3,11,1
003dbd3c-8479-4e14-8674-9581d3d890d3,1961,Master,Married,52556,1,0,2015-04-29,23,438,52,132,94,22,47,1,7,4,8,1,0,0,0,0,0,3,11,1
042059de-8e18-46c1-8a89-c8c3a58f5f19,1979,2n Cycle,Together,604979,0,1,2016-10-13,22,18,1,14,9,11,7,1,1,3,1,1,1,0,1,0,0,3,11,1
83c38946-76d4-4284-8938-6101a669d564,1985,Graduation,Married,125991,0,1,2015-10-25,92,138,43,116,40,34,16,7,3,2,6,1,1,1,1,1,0,3,11,1
de969dc9-5bbb-4a7c-9f89-a15069d2aeb0,1969,Graduation,Together,64695,0,1,2014-01-26,18,480,46,98,15,42,20,1,8,3,9,1,0,1,1,0,0,3,11,0
e0cec956-0bdf-4bc8-959b-47daf805f096,1967,Graduation,Single,151746,0,0,2020-12-29,38,271,69,159,40,52,20,6,7,1,5,1,1,0,1,0,0,3,11,0
61bc61ac-bc77-4864-b066-7f12f5e63ca9,1980,Graduation,Married,74975,1,0,2021-12-12,31,92,8,59,3,3,28,1,4,3,3,1,1,0,1,0,0,3,11,0
7d79158f-19e7-477e-9e7c-f563b1333e71,1975,Master,Divorced,27016,1,1,2017-07-21,17,27,4,29,10,1,0,2,5,2,3,0,1,1,0,0,0,3,11,0
ee9725b7-a4de-47ae-ab7d-a8be14f13d4a,1948,2n Cycle,Together,118431,0,1,2019-07-07,65,28,2,9,15,5,10,2,2,3,0,1,0,0,0,1,0,3,11,0
ab803717-2e99-4db8-a2e6-e4c13c05f0e5,1987,Graduation,Married,1942,0,1,2015-10-07,11,8,2,6,3,5,2,1,2,3,3,1,0,1,1,1,0,3,11,0
6ae3ba5a-458a-47ec-b3db-3dcb2d671919,1976,Master,Together,12535,1,0,2019-07-05,56,19,12,5,29,3,16,1,2,2,2,1,0,0,1,1,0,3,11,1
638a25d5-0e37-4a83-9fbf-5c6520c6de7c,1961,Graduation,Together,88996,0,0,2020-11-20,81,166,61,486,212,116,32,3,0,3,5,0,1,0,1,1,0,3,11,1
664bd5b1-8f4c-4561-8c1c-636360c1cb8b,1950,Graduation,Married,44948,1,1,2016-11-08,56,226,3,55,12,4,7,2,7,2,5,0,1,0,0,1,0,3,11,1
307cb2bb-f5e3-4ab9-b3ed-ddb145ae2dfc,1988,2n Cycle,Together,2936,1,0,2021-11-20,39,18,9,12,12,6,11,2,0,0,2,1,0,1,0,1,0,3,11,0
